1 0 0 0 0 0 0 0 1 0.0
2 0 0 0 0 0 0 0 501 0.0
3 0 0 0 0 0 0 51 1 0.0
4 0 0 0 0 0 0 102 1 0.0
5 0 0 0 0 0 0 153 1 0.0
6 0 0 0 0 0 0 205 0 0.0
7 0 0 0 0 0 0 256 1 0.0
8 0 0 0 0 0 0 307 1 0.0
9 0 0 0 0 0 0 357 1 0.0
10 0 0 0 0 0 0 409 1 0.0
11 0 0 0 0 0 0 461 1 0.0
12 0 0 0 0 0 0 510 1 0.0
13 0 0 0 0 0 0 561 4 0.0
14 0 0 0 0 0 0 611 10 0.0
15 0 0 0 0 0 0 661 21 0.0
16 0 0 0 0 0 0 707 37 0.0
17 0 0 0 0 0 0 752 60 0.0
18 0 0 0 0 0 0 794 89 0.0
19 0 0 0 0 0 0 829 125 0.0
20 0 0 0 0 0 0 855 168 0.0
21 0 0 0 0 0 0 871 215 0.0
22 0 0 0 0 0 0 874 265 0.0
23 0 0 0 0 0 0 863 314 0.0
24 0 0 0 0 0 0 840 360 0.0
25 0 0 0 0 0 0 808 400 0.0
26 0 0 0 0 0 0 768 431 0.0
27 0 0 0 0 0 0 725 455 0.0
28 0 0 0 0 0 0 678 474 0.0
29 0 0 0 0 0 0 629 487 0.0
30 0 0 0 0 0 0 580 496 0.0
31 0 0 0 0 0 0 530 500 0.0
32 0 0 0 0 0 0 479 501 0.0
33 0 0 0 0 0 0 429 501 0.0
34 0 0 0 0 0 0 378 501 0.0
35 0 0 0 0 0 0 327 501 0.0
36 0 0 0 0 0 0 277 501 0.0
37 0 0 0 0 0 0 226 501 0.0
38 0 0 0 0 0 0 175 501 0.0
39 0 0 0 0 0 0 125 501 0.0
40 0 0 0 0 0 0 74 501 0.0
41 0 0 0 0 0 0 24 501 0.0
